Country,Country Code,Locality Name,Latitude,Longitude,Date,End of sampling,Duration(h.min),Iodine-131 (I-131) Concentration (Bq/m3),Caesium-134 (Cs-134) Concentration (Bq/m3),"Caesium-137 (radiocaesium, Cs-137) Concentration (Bq/m3)"
Italy,5,ISPRA,8.63,45.8,86/05/04,22:00,2.0,0.56,0,0.08
Italy,5,ISPRA,8.63,45.8,86/05/04,24:00:00,2.0,0.69,0,0.1
Italy,5,ISPRA,8.63,45.8,86/05/05,2:00,2.0,0.36,0,0.05
Italy,5,ISPRA,8.63,45.8,86/05/05,4:00,2.0,0.44,0,0.06
Italy,5,ISPRA,8.63,45.8,86/05/05,6:00,2.0,0.5,0,0.07
Italy,5,ISPRA,8.63,45.8,86/05/05,8:00,2.0,0.64,0,0.09
Italy,5,ISPRA,8.63,45.8,86/05/05,10:00,2.0,0.62,0,0.09
Italy,5,ISPRA,8.63,45.8,86/05/05,12:00,2.0,0.75,0,0.11
Italy,5,ISPRA,8.63,45.8,86/05/05,14:00,2.0,1.02,0,0.15
Italy,5,ISPRA,8.63,45.8,86/05/05,16:00,2.0,1.44,0,0.21
Italy,5,ISPRA,8.63,45.8,86/05/05,18:00,2.0,1.54,0,0.22
Italy,5,ISPRA,8.63,45.8,86/05/05,20:00,2.0,2.21,0,0.32
Italy,5,ISPRA,8.63,45.8,86/05/05,22:00,2.0,2.15,0,0.32
Italy,5,ISPRA,8.63,45.8,86/05/05,24:00:00,2.0,2.72,0,0.41
Italy,5,ISPRA,8.63,45.8,86/05/06,2:00,2.0,4.11,0,0.62
Italy,5,ISPRA,8.63,45.8,86/05/06,4:00,2.0,5.48,0,0.83
Italy,5,ISPRA,8.63,45.8,86/05/06,6:00,2.0,6.53,0,1
Italy,5,ISPRA,8.63,45.8,86/05/06,8:00,2.0,8.29,0,1.27
Italy,5,ISPRA,8.63,45.8,86/05/06,10:00,2.0,10.95,0,1.69
Italy,5,ISPRA,8.63,45.8,86/05/06,12:00,2.0,15.13,0,2.36
Italy,5,ISPRA,8.63,45.8,86/05/06,14:00,2.0,15.59,0,2.45
Italy,5,ISPRA,8.63,45.8,86/05/06,16:00,2.0,13.32,0,2.11
Italy,5,ISPRA,8.63,45.8,86/05/06,18:00,2.0,10.38,0,1.65
Italy,5,ISPRA,8.63,45.8,86/05/06,20:00,2.0,9.99,0,1.6
Italy,5,ISPRA,8.63,45.8,86/05/06,22:00,2.0,8.74,0,1.41
Italy,5,ISPRA,8.63,45.8,86/05/06,24:00:00,2.0,6.19,0,1.02
Italy,5,ISPRA,8.63,45.8,86/05/07,2:00,2.0,5.08,0,0.83
Italy,5,ISPRA,8.63,45.8,86/05/07,4:00,2.0,3.44,0,0.57
Italy,5,ISPRA,8.63,45.8,86/05/07,6:00,2.0,3.11,0,0.52
Italy,5,ISPRA,8.63,45.8,86/05/07,8:00,2.0,2.78,0,0.47
Italy,5,ISPRA,8.63,45.8,86/05/07,10:00,2.0,2.21,0,0.37
Italy,5,ISPRA,8.63,45.8,86/05/07,12:00,2.0,1.85,0,0.31
Italy,5,ISPRA,8.63,45.8,86/05/07,14:00,2.0,1.36,0,0.23
Italy,5,ISPRA,8.63,45.8,86/05/07,16:00,2.0,1.48,0,0.25
Italy,5,ISPRA,8.63,45.8,86/05/07,18:00,2.0,1.11,0,0.19
Italy,5,ISPRA,8.63,45.8,86/05/07,20:00,2.0,0.94,0,0.17
Italy,5,ISPRA,8.63,45.8,86/05/07,22:00,2.0,0.94,0,0.17
Italy,5,ISPRA,8.63,45.8,86/05/07,24:00:00,2.0,0.75,0,0.13
Italy,5,ISPRA,8.63,45.8,86/05/08,24:00:00,24.0,0.15,0,0.027
Italy,5,ISPRA,8.63,45.8,86/05/09,24:00:00,24.0,0.04,0,0.008
Italy,5,ISPRA,8.63,45.8,86/05/10,24:00:00,24.0,0.03,0,0.006
Italy,5,ISPRA,8.63,45.8,86/05/11,24:00:00,24.0,0.03,0,0.006
Italy,5,ISPRA,8.63,45.8,86/05/12,24:00:00,24.0,0.02,0,0.006
Italy,5,ISPRA,8.63,45.8,86/05/13,24:00:00,24.0,0.02,0,0.006
Italy,5,ISPRA,8.63,45.8,86/05/14,24:00:00,24.0,0.02,0,0.006
Italy,5,SALUGGIA(eurex),8.02,45.21,86/04/30,21:30,12.0,0,0.3,0.16
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/01,20:30,11.3,0,0.861,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/03,14:30,24.0,0,0.537,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/05,15:30,25.3,0,0.05,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/07,15:30,25.3,0,0.184,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/09,18:00,27.0,0,<,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/11,19:00,26.0,0,<,0
Italy,5,SALUGGIA(eurex),8.02,45.21,86/05/13,18:00,28.0,0,<,0
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/04/30,16:00,19.0,0,0.085,0
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/01,16:00,16.3,0,0.344,0
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/02,20:00,10.0,0,0.615,1.5
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/03,19:00,10.3,0,0.359,0.57
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/04,19:30,11.0,0,0.096,0.0065
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/06,9:00,23.3,0,0.067,0.0066
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/08,9:00,23.3,0,0.044,0.011
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/10,8:30,23.3,0,<,0.0043
Italy,5,SALUGGIA(IFEC),8.02,45.21,86/05/12,9:00,23.3,0,<,0.0063
Italy,5,TRISAIA,16.63,40.17,86/05/02,8:00,24.0,0.709,0.107,0.211
Italy,5,TRISAIA,16.63,40.17,86/05/02,21:30,13.3,5.013,0.63,1.296
Italy,5,TRISAIA,16.63,40.17,86/05/03,4:48,7.3,5.22,0.83,1.689
Italy,5,TRISAIA,16.63,40.17,86/05/03,17:00,12.0,6.603,0.926,2.037
Italy,5,TRISAIA,16.63,40.17,86/05/04,3:00,10.0,5.565,0.789,1.63
Italy,5,TRISAIA,16.63,40.17,86/05/04,20:00,17.0,2.457,0.593,1.226
Italy,5,TRISAIA,16.63,40.17,86/05/05,9:00,13.0,0.11,0.037,0.073
Italy,5,TRISAIA,16.63,40.17,86/05/05,20:00,11.0,0.142,0.033,0.063
Italy,5,TRISAIA,16.63,40.17,86/05/06,8:00,12.0,1.541,0.407,0.815
Italy,5,TRISAIA,16.63,40.17,86/05/06,19:00,11.0,0.913,0.178,0.363
Italy,5,TRISAIA,16.63,40.17,86/05/07,8:00,13.0,0.651,0.144,0.296
Italy,5,TRISAIA,16.63,40.17,86/05/07,19:00,11.0,0.531,0.122,0.256
Italy,5,TRISAIA,16.63,40.17,86/05/08,7:00,12.0,0.328,0.089,0.189
Italy,5,TRISAIA,16.63,40.17,86/05/08,19:00,12.0,0.344,0.124,0.267
Italy,5,TRISAIA,16.63,40.17,86/05/09,9:00,14.0,0.2,0.089,0.189
Italy,5,TRISAIA,16.63,40.17,86/05/09,23:00,14.0,0.093,0.04,0.082
Italy,5,TRISAIA,16.63,40.17,86/05/10,8:30,9.3,0.068,0.02,0.04
Italy,5,TRISAIA,16.63,40.17,86/05/10,18:48,10.3,0.041,0.003,0.006
Italy,5,TRISAIA,16.63,40.17,86/05/11,9:00,14.0,0.023,0.001,0.002
Italy,5,TRISAIA,16.63,40.17,86/05/11,22:00,13.0,0.028,0.001,0.002
Italy,5,TRISAIA,16.63,40.17,86/05/12,9:00,11.0,0.013,0.001,0.001
Italy,5,TRISAIA,16.63,40.17,86/05/12,21:00,12.0,0.051,0.003,0.005
Italy,5,TRISAIA,16.63,40.17,86/05/13,9:00,12.0,0.029,0.003,0.004
Italy,5,TRISAIA,16.63,40.17,86/05/13,20:30,11.3,0.017,<,0.001
Italy,5,TRISAIA,16.63,40.17,86/05/14,8:30,12.0,0.054,0.009,0.016
Italy,5,TRISAIA,16.63,40.17,86/05/14,19:37,11.19,0.016,0.001,0.003
Italy,5,TRISAIA,16.63,40.17,86/05/15,8:40,13.1,0.014,0.002,0.003
Italy,5,TRISAIA,16.63,40.17,86/05/15,19:30,10.3,0.011,0.002,0.004
Italy,5,TRISAIA,16.63,40.17,86/05/16,7:48,12.3,0.005,0.001,0.003
Italy,5,TRISAIA,16.63,40.17,86/05/16,20:00,12.0,0.007,<,0.001
Italy,5,TRISAIA,16.63,40.17,86/05/17,8:00,12.0,0.006,0.002,0.003
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,8:15,11.21,0.3,0.06,0.15
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,10:20,2.02,2,0.5,1
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,12:24,2.02,4,0.7,1.6
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,13:56,1.3,6,0.9,2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,16:25,2.2,8,1,3
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,20:30,1.56,6,1,2.4
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/02,22:30,2.0,4.8,0.8,2.3
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,0:30,2.0,4,0.8,2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,2:39,2.06,3.1,0.6,1.7
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,4:31,1.5,3.1,0.6,1.2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,6:31,1.57,2.7,0.5,1.5
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,8:32,1.59,2.7,0.5,1.2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,10:32,2.0,2.6,0.4,0.9
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,12:32,2.0,2.5,0.4,0.8
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,14:30,2.0,2.4,0.4,0.75
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,16:32,2.0,2.4,0.4,0.75
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,18:25,1.51,2.2,0.3,0.7
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,20:31,2.03,0.6,0.1,0.2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/03,22:30,1.56,0.5,0.1,0.2
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,5:50,7.2,0.2,0.01,0.03
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,8:05,2.14,0.9,0.04,0.1
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,9:56,1.49,0.7,0.06,0.1
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,12:05,2.05,0.5,0,0.06
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,14:03,1.56,0.6,0.03,0.05
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/04,16:03,2.0,0.6,0.03,0.04
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/06,8:00,23.0,0.1,0.02,0.05
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/06,17:31,9.25,0.03,0.004,0.01
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/07,7:59,14.26,0.04,0.01,0.02
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/08,8:23,15.53,0.01,0,0.005
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/09,8:30,24.0,0.005,0,0
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/10,8:58,23.58,<,0.01,0
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/12,9:00,24.0,0.004,0,0
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/13,8:30,23.09,0.004,0,0
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/14,8:17,23.45,0.003,0,0
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/15,9:00,24.0,0.005,0,0.03
Netherlands,7,BILTHOVEN,5.18,52.11,86/05/16,9:00,24.0,0.007,0,0.005
Netherlands,7,DELFT,4.38,52.0,86/04/30,17:35,4.0,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/02,10:00,1.0,0,2.1,2.6
Netherlands,7,DELFT,4.38,52.0,86/05/02,11:05,0.2,0,2.3,3.8
Netherlands,7,DELFT,4.38,52.0,86/05/02,12:50,0.35,0,2.9,5
Netherlands,7,DELFT,4.38,52.0,86/05/02,15:35,0.35,0,3.2,4.8
Netherlands,7,DELFT,4.38,52.0,86/05/02,17:40,0.35,0,1.7,3.7
Netherlands,7,DELFT,4.38,52.0,86/05/02,21:11,2.06,0,1.7,2.6
Netherlands,7,DELFT,4.38,52.0,86/05/02,22:31,1.06,0,2.5,3.8
Netherlands,7,DELFT,4.38,52.0,86/05/03,9:40,1.0,0,0.77,1.5
Netherlands,7,DELFT,4.38,52.0,86/05/03,13:30,1.0,0,0.53,1.1
Netherlands,7,DELFT,4.38,52.0,86/05/03,23:30,1.0,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/04,9:31,1.06,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/05,9:25,1.0,0,0.05,0.15
Netherlands,7,DELFT,4.38,52.0,86/05/05,19:00,1.0,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/06,13:30,1.1,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/07,11:55,1.0,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/16,12:00,3.0,0,N,0
Netherlands,7,DELFT,4.38,52.0,86/05/22,15:40,4.0,0,0.005,0.006
Netherlands,7,DELFT,4.38,52.0,86/05/28,17:00,4.0,0,0.001,0.003
Netherlands,7,EELDE,6.56,53.13,86/05/02,8:10,24.08,0.29,0.05,0.11
Netherlands,7,EELDE,6.56,53.13,86/05/02,14:00,2.3,7.19,1.2,3.15
Netherlands,7,EELDE,6.56,53.13,86/05/02,19:00,5.0,5.61,0.94,2.15
Netherlands,7,EELDE,6.56,53.13,86/05/03,0:45,5.45,1.8,0.22,0.52
Netherlands,7,EELDE,6.56,53.13,86/05/03,7:00,6.1,0.9,0.07,0.18
Netherlands,7,EELDE,6.56,53.13,86/05/03,12:55,5.55,1.03,0.18,0.4
Netherlands,7,EELDE,6.56,53.13,86/05/04,0:40,11.45,1.18,0.2,0.51
Netherlands,7,EELDE,6.56,53.13,86/05/04,6:40,5.5,0.15,<,0.01
Netherlands,7,EELDE,6.56,53.13,86/05/05,6:45,24.0,0.09,<,0.01
Netherlands,7,EELDE,6.56,53.13,86/05/06,7:10,23.5,0.13,0.03,0.05
Netherlands,7,EELDE,6.56,53.13,86/05/07,7:10,24.0,0.02,<,0.01
Netherlands,7,EELDE,6.56,53.13,86/05/08,7:40,24.3,<,0.01,<
Netherlands,7,EELDE,6.56,53.13,86/05/09,6:50,23.1,<,0.01,<
Netherlands,7,EELDE,6.56,53.13,86/05/16,7:00,168.0,<,0.003,<
Netherlands,7,EELDE,6.56,53.13,86/05/23,8:00,168.0,<,0.002,<
Netherlands,7,EELDE,6.56,53.13,86/05/30,7:00,168.0,<,0.001,<
Netherlands,7,GRONINGEN,6.53,53.25,86/05/02,9:20,11.33,0.01,0,0
Netherlands,7,GRONINGEN,6.53,53.25,86/05/02,13:30,4.08,2.2,0,0.9
Netherlands,7,GRONINGEN,6.53,53.25,86/05/02,16:18,2.46,9,1.43,3.1
Netherlands,7,GRONINGEN,6.53,53.25,86/05/02,19:30,3.12,9,0,2.8
Netherlands,7,GRONINGEN,6.53,53.25,86/05/02,22:40,3.02,5,0,1.2
Netherlands,7,GRONINGEN,6.53,53.25,86/05/03,9:30,10.48,0.5,0,0.19
Netherlands,7,GRONINGEN,6.53,53.25,86/05/03,16:40,7.05,1.8,0,0.7
Netherlands,7,GRONINGEN,6.53,53.25,86/05/03,20:50,4.08,1.9,0,0.7
Netherlands,7,GRONINGEN,6.53,53.25,86/05/04,9:09,12.17,0.29,0,0.14
Netherlands,7,GRONINGEN,6.53,53.25,86/05/04,16:09,6.56,0.14,0,0.029
Netherlands,7,GRONINGEN,6.53,53.25,86/05/04,21:48,4.18,0.09,0,0.021
Netherlands,7,GRONINGEN,6.53,53.25,86/05/05,10:19,12.29,0.14,0,0.034
Netherlands,7,GRONINGEN,6.53,53.25,86/05/05,16:37,6.14,0.6,0,0.22
Netherlands,7,GRONINGEN,6.53,53.25,86/05/06,17:08,24.24,0.05,0,0.031
Netherlands,7,GRONINGEN,6.53,53.25,86/05/07,16:34,23.22,0.03,0,0.011
Netherlands,7,GRONINGEN,6.53,53.25,86/05/08,17:05,24.28,0.03,0,0.012
Netherlands,7,GRONINGEN,6.53,53.25,86/05/09,17:21,24.13,0.004,0,0.002
Netherlands,7,GRONINGEN,6.53,53.25,86/05/10,17:14,23.5,0.004,0,0
Netherlands,7,GRONINGEN,6.53,53.25,86/05/11,16:48,23.34,0.002,0,0
Netherlands,7,GRONINGEN,6.53,53.25,86/05/18,12:00,24.0,0.002,0,0.002
Netherlands,7,GRONINGEN,6.53,53.25,86/05/19,19:07,25.33,0.001,0,0.002
Netherlands,7,GRONINGEN,6.53,53.25,86/05/21,11:30,40.21,0.001,0,0.002
Netherlands,7,PETTEN,4.64,52.76,86/05/01,10:30,73.0,0,<,0.000001
Netherlands,7,PETTEN,4.64,52.76,86/05/02,9:20,22.5,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/02,12:00,2.4,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/02,16:00,4.0,0,3.3,4.8
Netherlands,7,PETTEN,4.64,52.76,86/05/02,20:00,4.0,0,1.7,4
Netherlands,7,PETTEN,4.64,52.76,86/05/03,7:20,11.2,0,1.6,2.4
Netherlands,7,PETTEN,4.64,52.76,86/05/03,16:00,8.4,0,0.5,1.3
Netherlands,7,PETTEN,4.64,52.76,86/05/04,7:20,15.2,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/05,7:30,24.1,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/06,8:00,24.3,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/07,8:00,24.0,0,N,0
Netherlands,7,PETTEN,4.64,52.76,86/05/09,8:00,48.0,0,N,0
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/02,8:10,24.0,0.78,0.2,0.46
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/02,12:35,4.25,5.12,1.3,3.07
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/02,20:40,6.1,1.67,0.39,0.98
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/03,2:40,6.0,2.24,0.38,0.74
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/03,6:35,3.55,1.06,0.3,0.68
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/03,12:30,5.55,<,0.01,0.23
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/04,0:30,12.0,<,0.01,<
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/04,6:30,6.0,0.23,<,0.02
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/05,6:30,24.0,0.04,<,0.02
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/06,6:20,23.5,0.06,<,0.02
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/07,6:40,24.2,0.03,<,0.02
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/08,7:30,24.5,<,0.01,<
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/09,7:40,24.1,<,0.01,<
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/16,8:00,168.0,0.004,<,0.002
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/23,8:00,168.0,0.002,<,0.001
Netherlands,7,VLISSINGEN,3.58,51.45,86/05/30,8:00,168.0,<,0.001,<
Greece,8,ATTIKIS,23.78,38.0,86/05/03,8:00,24.0,3.1,0,1.6
Greece,8,ATTIKIS,23.78,38.0,86/05/04,8:00,24.0,9.5,0,3.9
Greece,8,ATTIKIS,23.78,38.0,86/05/05,8:00,24.0,13.5,0,2.2
Greece,8,ATTIKIS,23.78,38.0,86/05/06,8:00,24.0,5.6,0,1.7
Greece,8,ATTIKIS,23.78,38.0,86/05/07,8:00,24.0,L,2.2,0
Greece,8,ATTIKIS,23.78,38.0,86/05/08,8:00,24.0,L,2.5,0
Greece,8,ATTIKIS,23.78,38.0,86/05/09,8:00,24.0,1.8,0,0.2
Greece,8,ATTIKIS,23.78,38.0,86/05/10,8:00,24.0,0.5,0,0.13
Greece,8,ATTIKIS,23.78,38.0,86/05/11,8:00,24.0,0.53,0,0.21
Greece,8,ATTIKIS,23.78,38.0,86/05/12,8:00,24.0,0.34,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/13,8:00,24.0,0.2,0,0.09
Greece,8,ATTIKIS,23.78,38.0,86/05/14,8:00,24.0,0.12,0,0.03
Greece,8,ATTIKIS,23.78,38.0,86/05/15,8:00,24.0,0.21,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/16,8:00,24.0,0.12,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/17,8:00,24.0,0.13,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/18,8:00,24.0,0.2,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/19,8:00,24.0,0.04,0,0.03
Greece,8,ATTIKIS,23.78,38.0,86/05/20,8:00,24.0,0.04,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/21,8:00,24.0,0.05,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/22,8:00,24.0,0.01,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/23,8:00,24.0,0.02,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/24,8:00,24.0,0.02,0,0.01
Greece,8,ATTIKIS,23.78,38.0,86/05/25,8:00,24.0,0.03,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/26,8:00,24.0,0.02,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/27,8:00,24.0,0.01,0,0.02
Greece,8,ATTIKIS,23.78,38.0,86/05/28,8:00,24.0,0.02,0,0
Greece,8,ATTIKIS,23.78,38.0,86/05/30,8:00,24.0,0.01,0,0
Greece,8,KOZANIS,21.79,40.31,86/05/03,8:00,24.0,4.5,0,1.4
Greece,8,KOZANIS,21.79,40.31,86/05/04,8:00,24.0,11,0,3.4
Greece,8,KOZANIS,21.79,40.31,86/05/05,8:00,24.0,6.8,0,2
Greece,8,KOZANIS,21.79,40.31,86/05/06,8:00,24.0,2.1,0,0.7
Greece,8,KOZANIS,21.79,40.31,86/05/08,8:00,24.0,1.6,0,0.75
Greece,8,KOZANIS,21.79,40.31,86/05/09,8:00,24.0,2,0,0.4
Greece,8,KOZANIS,21.79,40.31,86/05/10,8:00,24.0,0.4,0,0.07
Greece,8,KOZANIS,21.79,40.31,86/05/11,8:00,24.0,0.1,0,0.01
Greece,8,KOZANIS,21.79,40.31,86/05/12,8:00,24.0,0.22,0,0.04
Greece,8,KOZANIS,21.79,40.31,86/05/13,8:00,24.0,0.18,0,0.05
Greece,8,KOZANIS,21.79,40.31,86/05/14,8:00,24.0,0.04,0,0.01
Greece,8,KOZANIS,21.79,40.31,86/05/17,8:00,24.0,0.06,0,0
Greece,8,KOZANIS,21.79,40.31,86/05/18,8:00,24.0,0.01,0,0
Greece,8,KOZANIS,21.79,40.31,86/05/20,8:00,24.0,0.04,0,0
Greece,8,KOZANIS,21.79,40.31,86/05/21,8:00,24.0,0.01,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/03,8:00,24.0,0.2,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/04,8:00,24.0,1.4,0,0.7
Greece,8,THESSALONIKI,22.95,40.59,86/05/05,8:00,24.0,5.1,0,3
Greece,8,THESSALONIKI,22.95,40.59,86/05/06,8:00,24.0,3.2,0,2.2
Greece,8,THESSALONIKI,22.95,40.59,86/05/07,8:00,24.0,9.5,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/09,8:00,24.0,0.35,0,0.06
Greece,8,THESSALONIKI,22.95,40.59,86/05/10,8:00,24.0,0.2,0,0.06
Greece,8,THESSALONIKI,22.95,40.59,86/05/11,8:00,24.0,0.1,0,0.02
Greece,8,THESSALONIKI,22.95,40.59,86/05/12,8:00,24.0,0.03,0,0.02
Greece,8,THESSALONIKI,22.95,40.59,86/05/14,8:00,24.0,0.05,0,0.03
Greece,8,THESSALONIKI,22.95,40.59,86/05/15,8:00,24.0,0.04,0,0.02
Greece,8,THESSALONIKI,22.95,40.59,86/05/17,8:00,24.0,0.06,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/19,8:00,24.0,0.03,0,0.03
Greece,8,THESSALONIKI,22.95,40.59,86/05/20,8:00,24.0,0.02,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/21,8:00,24.0,0.02,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/25,8:00,24.0,0.01,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/26,8:00,24.0,0.01,0,0
Greece,8,THESSALONIKI,22.95,40.59,86/05/29,8:00,24.0,0.01,0,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/04/30,10:55,29.45,0.0001,0,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/01,8:45,21.5,<,0.0004,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/02,15:50,31.05,0.07,0.016,0.03
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/02,20:10,4.2,1.1,0.26,0.48
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/02,21:30,1.2,2.1,0.36,0.66
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/03,9:10,11.4,0.22,0.07,0.13
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/03,11:20,2.1,0.02,0,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/03,20:35,9.15,0.006,0.0003,0.0004
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/04,14:10,17.35,0.003,0.0002,0.0005
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/05,18:15,28.05,0.003,0.0003,0.0003
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/05,19:20,1.05,0.0051,0,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/06,8:20,13.0,0.001,0,0
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/06,12:10,3.5,0.0015,0,0.0008
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/06,16:00,3.5,0.0014,0,0.0006
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/07,10:20,18.2,0.009,0.001,0.002
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/07,14:50,4.3,0.017,0.0025,0.004
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/08,8:30,17.4,0.0022,0,0.00013
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/09,8:50,24.2,0.003,0.00035,0.00046
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/10,9:50,25.0,0.00027,0,0.00026
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/11,8:20,22.3,0.0017,0.00028,0.00046
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/12,9:10,24.5,0.002,0.0003,0.0005
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/13,8:35,23.25,0.002,0,0.00037
United Kingdom,9,BERKELEY,-2.45,51.69,86/05/14,8:45,24.1,0.0025,0.00052,0.00072
